environment_transformation,inferred_actions,counterfactual_prediction_error_per_action
3,4,"[0.9039416887021144, 1.1100053411827229, 1.145903056723187, 1.2315091674370486, 0.44595674690989995]"
0,0,"[0.4020283684578241, 0.8574344154172409, 0.8766204476941635, 0.8633041604581978, 0.8088435003784438]"
5,4,"[0.870678049812019, 1.0681357083447491, 0.820190143643618, 0.9871692921413213, 0.6993595762899042]"
7,4,"[0.7533997158305284, 0.6761690484126409, 0.9460066610064721, 0.9186583696953404, 0.6092293701147439]"
2,1,"[0.6338618233943115, 0.3165713231586055, 0.817113416170847, 0.7375549572366729, 0.7177865171274355]"
1,2,"[0.6557668312352813, 0.9186518559024954, 0.30100066366492, 0.7344065745279388, 0.7937782154345258]"
4,3,"[0.7279607340595441, 0.8920306351428817, 0.7316783070799193, 0.3433256801078439, 0.8904117445774198]"
5,4,"[0.8025952642962783, 0.8739845221292004, 0.7029951535216378, 0.9074051412819725, 0.6952754897693653]"
6,3,"[0.8989556160042477, 1.1666320932408398, 0.7695566857595055, 0.7530745221270624, 1.053639204969258]"
4,3,"[0.7439374878027046, 0.9136693560447284, 0.8110734762930201, 0.319506756341515, 0.971356148017977]"
6,2,"[1.1737088928227561, 1.390131618502736, 0.9835037817388781, 1.0092983621226985, 1.3468525809834835]"
6,2,"[1.0216141235552385, 1.1377016712159846, 0.8107094655029016, 0.8667502893630132, 1.1725937741852517]"
6,2,"[1.0453352782977183, 1.163514674259591, 0.8044653739377335, 0.9064343560291699, 1.127175403247998]"
5,2,"[1.1310986937794962, 1.353625850698388, 0.8708559799558674, 1.381547256450027, 0.9977752910460685]"
7,1,"[1.0112960513903317, 0.8470046801070625, 1.1847936478468288, 1.1068476209932496, 0.8833020324242631]"
4,3,"[0.826214221436698, 1.0410567802773638, 1.0087751032712526, 0.3729479303856724, 1.095494283404839]"
3,4,"[0.7687451133009742, 0.9519329602655925, 0.9855209465133041, 1.1491124233112824, 0.4652277673375911]"
0,0,"[0.4283235262187434, 0.8578286324890888, 0.9453940649191881, 0.9419863261748915, 0.8571969179611969]"
3,4,"[0.8088514770639061, 0.9591364700994413, 0.9197355997950837, 1.1140103828129773, 0.3441153291393655]"
6,3,"[0.9497999265215706, 1.1652115118049793, 0.8961583261730397, 0.8842655370248869, 1.199492852469712]"
1,2,"[1.0117803961621894, 1.3323960377404673, 0.5868478905862837, 1.2446699415612503, 1.2151024454178452]"
3,4,"[1.0221246309893244, 1.205420226743827, 1.2404378377611676, 1.289303573301808, 0.5316951208760559]"
2,1,"[0.9882775051111488, 0.48534553650144485, 1.2242145388478842, 1.1320374446427413, 1.0996526829106834]"
5,4,"[1.0542396871169455, 1.1814711635578767, 0.9279615386219641, 1.123297141071011, 0.9132611836284407]"
1,2,"[0.9825397256908894, 1.10605442314664, 0.4663559254009422, 0.9811864845125668, 1.0966166295683737]"
4,3,"[0.8545803544047116, 1.0178555824041455, 1.010586580558842, 0.5570000328360308, 1.0721265168515854]"
6,2,"[1.2586806018144654, 1.3965417919855998, 0.9329546948602647, 1.0750907463973876, 1.387884027314951]"
6,3,"[1.1290590040479054, 1.2032293963130676, 1.0847176975707973, 0.9595872875994057, 1.227127552174753]"
5,2,"[1.1026268218471251, 1.3262803621391595, 0.9553115627438354, 1.208379568391137, 1.0677306623078353]"
8,3,"[1.0808749176265, 1.0090509288335667, 1.2907188259280291, 0.9764065771740211, 1.302080787572862]"
5,2,"[1.248668795351739, 1.314052143974401, 1.0293217539432304, 1.496771069247888, 1.033597737272322]"
8,3,"[1.1642601354719857, 1.1639128187084669, 1.3022726963832927, 1.0952658747848285, 1.4240529291132247]"
4,3,"[1.076751689260296, 1.1856690141254118, 1.1919340254119757, 0.6930848202476932, 1.2278452879664368]"
5,2,"[0.970730530460672, 1.2672470326714245, 0.9548930009840538, 1.1840534565471272, 1.0080405154210013]"
3,4,"[1.055575155677371, 1.0667451876805805, 1.0953918933589948, 1.2829083170456086, 0.6536097355892249]"
3,4,"[1.1154605521161736, 1.1454319524255858, 1.2933900284811806, 1.2052914337240077, 0.7491783115245393]"
7,4,"[1.2740583281684847, 1.0922221981070863, 1.4756124749564707, 1.4283023338692264, 0.9825682350659944]"
0,0,"[0.7109484091792153, 1.022747298883299, 0.98736085880547, 0.9371282975538545, 1.101620705985477]"
4,3,"[0.8973192581864892, 1.1888824852249926, 1.084059205694156, 0.6311615293030847, 1.278094082445029]"
0,0,"[0.730189932511182, 1.048215228295213, 1.04952132282142, 1.1505077802365953, 1.151421466470198]"
4,3,"[0.8453162373510048, 0.9890959317525169, 0.9559617935771186, 0.6903277694471288, 1.1756755533763086]"
0,0,"[0.4644214149112969, 0.9636489164498782, 1.0954132004982902, 0.9249099789966834, 0.9284043058442746]"
6,2,"[1.1854810639367026, 1.3485752771152533, 0.9514120423533735, 0.9951780710396384, 1.2591116084205591]"
1,2,"[0.9192595339879363, 1.2315856389669755, 0.5275939363130652, 0.935897685835893, 1.041095783931443]"
3,4,"[0.942834542763757, 1.0622316408641685, 0.9963724915199392, 1.1362423775979082, 0.6153771548964762]"
2,1,"[0.8967486044446886, 0.7600851793005685, 1.176667994558306, 1.0440209832495304, 0.9744241370989288]"
4,3,"[0.9715026036183673, 1.1796399221794525, 1.2230201658216482, 0.5763547387029014, 1.2714270086485089]"
5,2,"[1.0018273048606843, 1.197945289488304, 0.9317909801968984, 1.2774223181677948, 1.0173366613209358]"
1,2,"[1.0977294544828586, 1.4191726462192615, 0.8335378362461989, 1.1793500055271284, 1.2175951886165228]"
0,0,"[0.7016511566789119, 1.1164130069378104, 0.9847017521313075, 1.0324102033591043, 0.9375630895234529]"
6,2,"[1.1220013122430248, 1.2503607215562895, 0.9908366805581412, 1.0842621138085482, 1.252820205536468]"
7,1,"[1.1848004257739815, 1.0030442940699411, 1.337738121167031, 1.2370402582613524, 1.0035260523185197]"
2,1,"[1.2138706851644496, 0.7487927602796141, 1.4654713625842906, 1.2032547458190845, 1.213162540767419]"
0,0,"[0.6942918798903346, 1.053541965330656, 0.8183381946559425, 1.03006750075199, 0.9735327167566931]"
5,2,"[1.1164847327508376, 1.3318575634979746, 0.9473172723928281, 1.2679279884544623, 1.0511082439601114]"
3,4,"[1.0726676225307166, 1.084932046669256, 1.2616529837578392, 1.3460541438691058, 0.7061968297997513]"
2,1,"[1.2290156535400523, 0.6956833282884475, 1.4951844229921152, 1.3654172852518287, 1.2072059448303611]"
5,2,"[1.3908569260371388, 1.5961722672590741, 1.1913270666800309, 1.3042337463308598, 1.3760959190232085]"
8,1,"[1.250586976479109, 1.119251576422286, 1.5243806719739608, 1.2312469823465304, 1.339196845567036]"
1,2,"[1.3988704964160226, 1.7100036737988376, 0.8427672797629404, 1.302829300432494, 1.3725206707694222]"
7,1,"[1.2864708971476033, 1.2185688719008394, 1.6471155425713657, 1.3706135204493115, 1.2340316992076779]"
0,0,"[0.7100307761450114, 1.1779182501733456, 1.244241376039296, 1.1554962088987837, 1.04109153960615]"
0,0,"[0.8598866200504097, 1.1873853659971843, 1.3038303296091078, 1.037601871166252, 1.1633203654652418]"
2,1,"[1.1600537967527103, 0.7266795322635721, 1.4166331813295756, 1.3059745693301248, 1.177886785228033]"
7,1,"[1.360035385748237, 0.9895848393468799, 1.4947367427752114, 1.5384994520217268, 1.1704604516816723]"
8,1,"[0.8555180639037089, 0.8058032792296375, 1.1182887809190913, 0.9508017930922887, 0.9555113609831121]"
7,1,"[1.1878092012686303, 0.9503761213066498, 1.210033228293233, 1.3089201889869198, 0.9818222585397847]"
0,0,"[0.4265951111220455, 0.7972733622204231, 0.9158616064615505, 0.8340864650640236, 0.7760456253520501]"
2,1,"[0.9495326385667089, 0.4345535815203534, 1.2638907523500722, 1.1672797800111743, 1.0799830757125501]"
0,0,"[0.42903813351432346, 0.9498294015812904, 1.0052042964500159, 1.14069178322261, 1.0167834810133078]"
1,2,"[1.023249166560051, 1.1976326752427149, 0.5144009017796978, 1.1130013489403439, 1.1308106612600193]"
7,1,"[1.074969890871171, 0.8567952057086142, 1.3477564878055406, 1.19028495316967, 0.951937347125894]"
4,3,"[0.9577543200705028, 1.1945061431975217, 1.1353929684375128, 0.5046701368050618, 1.081514624464125]"
4,3,"[0.9316220175346828, 1.1219085665375426, 1.124556081911817, 0.6042617196927553, 1.189182797587146]"
1,2,"[0.9555130125693875, 1.20217059557773, 0.4380066245434926, 1.1272344423834848, 1.1332632371991218]"
8,1,"[1.072072222519418, 0.9586404677861501, 1.217827217436716, 0.9678836086878794, 1.254528003942163]"
8,3,"[1.0340118069036441, 0.8997939773723406, 1.1680411844727603, 0.8591661538967336, 1.1881205035636908]"
5,4,"[1.208283271729643, 1.352753201532646, 1.0143994475903, 1.439465619173798, 0.9981042864883652]"
4,3,"[0.9477931349039489, 1.1066428037709577, 1.1743911638263427, 0.5222748628590298, 1.1971980616190792]"
5,2,"[1.1876089918087454, 1.2412414549971722, 1.0322091808445628, 1.3734070706197559, 1.0353981551538798]"
2,1,"[1.1166058930648082, 0.6062963171207206, 1.3588413948369489, 1.266210118901763, 1.092730330164721]"
7,1,"[1.1544787685702822, 0.8665632630063794, 1.284299513363548, 1.2146424895283963, 0.9765138016201749]"
3,4,"[1.036448224794779, 1.1522409700086693, 1.2352691365066024, 1.205473316754797, 0.49718981828295256]"
0,0,"[0.487556294183786, 0.9330189037298752, 0.9165663970707769, 0.9748302961276798, 0.9825627341086687]"
5,4,"[0.882193653198021, 0.9104059099786608, 0.7923416825170109, 1.0099209919311427, 0.7588379986401765]"
4,3,"[0.8463116271302817, 1.0431049807889938, 0.9539794438090942, 0.41630432022355307, 1.1374624506517252]"
7,4,"[0.8445516526592642, 0.7691111083861993, 0.9153331768228642, 1.0089777013127572, 0.6543043984778153]"
1,2,"[0.7088411737935263, 0.762805961480305, 0.3013979666755983, 0.8549456108605058, 0.8301717371957998]"
0,0,"[0.2613159238536967, 0.5817972243340209, 0.5591091643243967, 0.7978474329905786, 0.6472447807242808]"
0,0,"[0.30290544645779527, 0.5261000254767032, 0.5342795400112123, 0.8352459479300054, 0.7434652774388897]"
5,4,"[0.6305166976041453, 0.6538120430363709, 0.6392233170756705, 0.840430114878003, 0.3887079459152267]"
3,4,"[0.660586657338208, 0.6538906686837315, 0.6858935327475912, 0.844895212318835, 0.18917142633781237]"
1,2,"[0.35454138229046545, 0.4482643607829047, 0.21196127577775548, 0.6406653424901749, 0.61213804834977]"
8,3,"[0.7395024040022706, 0.781606919703413, 0.757355408313877, 0.33913997459623024, 0.9139096964088231]"
6,3,"[0.9232164548067711, 0.9291956631238171, 0.8529858196622948, 0.5420711903143014, 1.148095436738638]"
8,3,"[0.7663878376939572, 0.7377695955416629, 0.8790048461774118, 0.5955650541745634, 0.9378499597020541]"
8,3,"[0.8351399371329462, 0.7752626385216385, 0.9452948487646093, 0.7163199149304763, 1.0528116317016243]"
3,4,"[0.720717901621272, 0.7467056742398028, 0.8259464309019534, 0.9013132829410866, 0.29701011168257785]"
5,4,"[0.7845042536797804, 0.9058287998987345, 0.8344358019251465, 1.010055518247157, 0.7607391678352542]"
8,3,"[1.0341384233483795, 0.9278018662932283, 1.129089542150486, 0.8737232704857973, 1.2051432686434447]"
8,3,"[0.7661854075164953, 0.7308094676570693, 0.9014947688898463, 0.7270774347508878, 0.8687421487473395]"
2,1,"[0.6749713246674839, 0.2830336995434581, 0.8936465408311454, 0.8621133575209307, 0.7837812416013784]"
4,3,"[0.763924359617274, 0.8870618204127239, 0.8491873279089769, 0.39984499519883493, 0.9695590538747071]"
0,0,"[0.2726689479690113, 0.6284949963109095, 0.6405921078609317, 0.7067758795388857, 0.6185144639235378]"
0,0,"[0.3240691210425316, 0.7210826397685142, 0.6669039812385568, 0.724699725369711, 0.7121899832588182]"
0,0,"[0.26948669862943897, 0.6992143962387698, 0.6341010807434021, 0.6881873446861673, 0.75268099176458]"
6,2,"[0.7904195885821368, 0.9963634134120938, 0.6505967392896546, 0.6897371549392602, 0.9838846487376683]"
8,1,"[0.9588770330583167, 0.7456518758148576, 1.0469065717105384, 0.8048355075303087, 1.0889423468896036]"
0,0,"[0.2974230063173953, 0.7471235571118041, 0.750008621273644, 0.6609572676707589, 0.6036027885670471]"
3,4,"[0.7773279660744685, 0.9181899705157055, 0.8531016135382921, 1.0425651098842121, 0.3952513257370905]"
7,4,"[0.847050791275599, 0.7516246707384228, 1.0366562489051734, 1.0597118296569024, 0.7195194532881763]"
1,2,"[0.7349217679199108, 0.9015726217152518, 0.2901201143772086, 0.8742843274722085, 0.8562694311842934]"
6,2,"[0.8593297374973681, 1.0263046751169298, 0.6419179441585776, 0.7486705066467868, 0.9666852981464537]"
5,2,"[0.8746920199245309, 1.0545552301265022, 0.7597760667841473, 1.1075257193299468, 0.77634634902666]"
3,4,"[0.7576123219090508, 0.8614832258324495, 0.920699851007428, 1.009027968875479, 0.3070800069187617]"
4,3,"[0.8269150907090557, 1.030512506659863, 0.9396236307007255, 0.31941952308665295, 1.1009422158405806]"
2,1,"[0.7138596436129021, 0.29952530264695554, 0.8872793439012998, 0.8629741479280801, 0.8204510604368906]"
6,3,"[0.8819788311301049, 1.0604855494567897, 0.7538866222643307, 0.7495187328881823, 1.1609175689589668]"
8,3,"[0.8390442514581428, 0.7483624034949715, 1.0185755947153556, 0.6552582599816029, 1.0534638022655594]"
8,1,"[0.8778360204823997, 0.6416072604348294, 0.9907250861687729, 0.7879680476545272, 1.0040444714179748]"
7,1,"[0.8457219993909452, 0.7588689889406943, 1.0241288667593806, 1.0423756280249847, 0.8451300205807278]"
5,2,"[0.9664890940912277, 1.0953604299842397, 0.6780209285465015, 1.2095458413183342, 0.695269994273116]"
8,3,"[0.8616004537865951, 0.7509110985295124, 1.0227371868366777, 0.6784362978500508, 1.106106911849414]"
1,2,"[0.7067998301325928, 0.8534156735352734, 0.33718383758891013, 0.8578225305815799, 0.6879164760226136]"
1,2,"[0.6685305508927206, 0.9196311446745359, 0.2547181359724743, 0.8713179040946902, 0.6607324473110621]"
7,1,"[0.8361806211302185, 0.7396573213894203, 1.0165516774867087, 0.9513101452247269, 0.7834897643251658]"
1,2,"[0.7431878316339394, 0.9664054847808033, 0.3012453761436282, 0.8871904787165663, 0.8303928527992835]"
1,2,"[0.7852899995995625, 0.9015075438103771, 0.31070682456406606, 0.9095348929666913, 0.9006516111922165]"
3,4,"[0.6894877585715788, 0.8430270088531296, 0.863226844185862, 1.0361514601029758, 0.2913641244806395]"
4,3,"[0.7080478726779014, 0.8469907701340788, 0.8146355086988988, 0.3279480101359957, 0.9537716566606835]"
6,3,"[0.8897227120597678, 1.098970452080573, 0.7607476171936265, 0.7240437447860698, 1.0893335685734657]"
3,4,"[0.7461984072675436, 0.898929259159695, 0.9001531557974234, 1.0522033271989049, 0.40501006548265917]"
2,1,"[0.6257336347138958, 0.33139412782188715, 0.8576655588245733, 0.8162793256728341, 0.7925909345427898]"
0,0,"[0.2599620555713257, 0.6593454490295779, 0.5993787798704134, 0.6815047357281558, 0.7186223409800858]"
7,4,"[0.8425545914681145, 0.6867618412417992, 0.9363527597565916, 0.9292875408455045, 0.6436351195616712]"
5,2,"[0.7270648649178536, 0.9061759249049351, 0.6210058373908182, 0.8728575424497936, 0.6782330893097012]"
2,1,"[0.6786868859499863, 0.3141957740792959, 0.8427448481677053, 0.8138161955590537, 0.8336118463764944]"
7,1,"[0.8764009802174283, 0.7064993671554582, 1.0167383988417504, 0.9720031151334798, 0.7845868466730677]"
5,2,"[0.8486228675206543, 0.9536204860787675, 0.6434103638303402, 0.903481135839143, 0.6992658347647149]"
3,4,"[0.6738379103493932, 0.6659801857921844, 0.8387486958073368, 0.8586729781651832, 0.25427169908111785]"
2,1,"[0.5998971933065065, 0.31395408796118374, 0.7982313118401135, 0.7523883551685409, 0.5896114311434298]"
0,0,"[0.2689355408599216, 0.6076457296898427, 0.6665452290065792, 0.698514993083183, 0.7286208759373863]"
4,3,"[0.6932707605268618, 0.8514828947847174, 0.6024119683056434, 0.2580848832887086, 0.8405716861565833]"
1,2,"[0.6176237053318909, 0.8408370012813016, 0.2887170847689496, 0.6132548227525569, 0.8163699729326629]"
0,0,"[0.313638603405786, 0.6014975389200743, 0.6526382017980045, 0.6356894407296981, 0.6582382527685229]"
1,2,"[0.7250894058165085, 0.8805397727149266, 0.2727412616824116, 0.6766174995652572, 0.836484348103155]"
2,1,"[0.6577956767724735, 0.31220796496795883, 0.8146029326001729, 0.8569566780665013, 0.7138468183105704]"
3,4,"[0.5250636416191521, 0.5147777533241378, 0.5935762652173057, 0.7468809928643162, 0.24107834371433476]"
2,1,"[0.3740176315934019, 0.15405627393507945, 0.48374471623714976, 0.6228348631458892, 0.4823913236499018]"
5,4,"[0.5171675383950034, 0.5654635973913997, 0.5485097395912614, 0.6756163769603757, 0.3622670763602455]"
1,2,"[0.3203520600143371, 0.46538307209468144, 0.18510277072027095, 0.619109095044538, 0.6397944512780168]"
4,3,"[0.596931520342267, 0.6512394469826251, 0.5681126490794642, 0.16230525377648802, 0.7021537036587023]"
6,3,"[0.6466088370870502, 0.6863967373903461, 0.6071858644167557, 0.3622261964872848, 0.7643067108193772]"
3,4,"[0.6563721413302914, 0.6531449839251061, 0.7185147752564731, 0.7836183289205062, 0.1878729350840292]"
6,3,"[0.7046983844156335, 0.6971486230614291, 0.6953908778293262, 0.3813954457999045, 0.8392294524033975]"
1,2,"[0.3753993313584628, 0.488655433179547, 0.17638748885042227, 0.6572476264940766, 0.5628167112290751]"
6,3,"[0.8700453082889995, 0.8836482022488037, 0.8696408274399339, 0.5444114065056572, 1.0963961946025345]"
4,3,"[0.7748438751886626, 0.7676097457352008, 0.844110836471555, 0.3035447495655836, 0.947114416780388]"
2,1,"[0.44552772139432356, 0.24942442871436754, 0.6736883204811761, 0.8183202054602287, 0.8551100784678163]"
2,1,"[0.4074853562043451, 0.23543022469988825, 0.4823528365117897, 0.6494021853957053, 0.6689337061479931]"
7,4,"[0.6937421966419909, 0.6844504280704111, 0.7191849073525213, 0.8554913654538665, 0.3670124597807052]"
5,4,"[0.43985217805112004, 0.45348855937221255, 0.4717690739421453, 0.64166696241771, 0.2449886639920369]"
3,4,"[0.39989846729300077, 0.39322432726821205, 0.41149506923101636, 0.5396568898198782, 0.1018313409821584]"
6,3,"[0.5746915267944886, 0.5752126243874626, 0.5641120067174223, 0.2623169457659231, 0.725987252606236]"
1,2,"[0.18567166490060324, 0.22301981755897832, 0.11096205879215834, 0.42954297605707853, 0.4346210777784215]"
1,2,"[0.1737881708172842, 0.20098560216957842, 0.07888858081346264, 0.42633705115597587, 0.4283877120398926]"
4,3,"[0.5322801368521994, 0.5192193757734519, 0.5328204696211567, 0.13790034602804468, 0.7157873566871036]"
6,3,"[0.6890210174719091, 0.6571149421466013, 0.6862203041936057, 0.3375942689674846, 0.8927815941063271]"
6,3,"[0.6304612555678107, 0.6298528231743886, 0.6524237125282781, 0.3430628894965848, 0.8440326065465914]"
6,3,"[0.8120238745890904, 0.8518856576772333, 0.8469088582725758, 0.5910887763446, 1.0390418279963174]"
2,1,"[0.5519219169159375, 0.30412471813045816, 0.6942556626395148, 0.740775403908087, 0.8414221913707043]"
4,3,"[0.76581659769998, 0.7890128486748874, 0.9092734433161046, 0.32211026708054075, 1.079785623710378]"
3,4,"[0.59373908657284, 0.6632674911680568, 0.5831367858174826, 0.8390316632486332, 0.2611109481844821]"
3,4,"[0.5390108610852214, 0.6144415939080436, 0.5092297872900805, 0.7983274765321318, 0.16693222172711283]"
8,3,"[0.7296347849663121, 0.6422595048111326, 0.7538144784158808, 0.45370723542260744, 0.8765742665125326]"
0,0,"[0.2957555241803088, 0.5954017097104994, 0.5091213935039858, 0.8887729389589314, 0.7439748899817047]"
5,4,"[0.651883577783573, 0.6291404168913339, 0.6075930906680044, 0.8075919979342224, 0.37205464795708154]"
6,3,"[0.9838962227029822, 0.969331155437343, 1.02538469290044, 0.6276833286041963, 1.2447805775473628]"
5,4,"[0.8913552386472805, 0.9014911724749373, 0.7730684908476176, 1.0585012181294577, 0.5130378341667149]"
5,4,"[0.5736173770821159, 0.6084632597933206, 0.5340422719502576, 0.7755658742174241, 0.35970587421418254]"
0,0,"[0.1683269970222754, 0.3159974565305447, 0.32403051721653675, 0.5167113243878398, 0.4911526476125537]"
3,4,"[0.5558299192927401, 0.5695876910062447, 0.5376439309682348, 0.7530616449626073, 0.16286423256200055]"
4,3,"[0.5751753844185757, 0.5578240621507017, 0.609398646363617, 0.2242745251702447, 0.7468844670129853]"
2,1,"[0.37830663514846136, 0.183693326290605, 0.48494720102014116, 0.535112887400895, 0.6032376207972607]"
4,3,"[0.8021250143397108, 0.7901411092256106, 0.9255616713041809, 0.28475329270260047, 1.0869590047180833]"
0,0,"[0.2889297515695916, 0.5279323205878655, 0.5335528007589382, 0.7220005514986234, 0.6688064552640736]"
8,3,"[1.0431143337463462, 0.851624372296211, 1.0408106871322964, 0.662585248286989, 1.2753329968053384]"
5,4,"[0.8443804960976421, 0.8818067094063327, 0.7654820844231869, 1.0071679832347542, 0.5622940939318344]"
7,4,"[0.5178462660165617, 0.5250643210498487, 0.5859468282191471, 0.7549340774920277, 0.4192598597961625]"
3,4,"[0.5071238586408336, 0.5401114074925022, 0.500329383286433, 0.7547856121985738, 0.1667333235829698]"
5,4,"[0.3763953713278304, 0.36741892785612756, 0.3676582196109913, 0.49462541692773354, 0.16349907778493744]"
2,1,"[0.17423659779929024, 0.09902931812708289, 0.2227661893492233, 0.37784062752520003, 0.4154934438651052]"
6,3,"[0.45866452198563396, 0.4581159665874929, 0.4607677225353581, 0.22278753578830343, 0.6375623021619056]"
6,3,"[0.6169122491620843, 0.6519697051386605, 0.6401752799736278, 0.30936204593322914, 0.7710395816408098]"
8,3,"[0.5957118803999059, 0.5698498491541556, 0.5965422633560379, 0.2961150323115285, 0.709143782277984]"
2,1,"[0.34101537662037074, 0.174604335140306, 0.4004696740829832, 0.5448794462202546, 0.6347256339226774]"
7,4,"[0.4355423114544915, 0.4447226591965301, 0.41676275652901307, 0.5645087056283046, 0.20634207558399317]"
6,3,"[0.6336776684556219, 0.6302498390840063, 0.6684359565237272, 0.3066684258514998, 0.801184088383718]"
5,4,"[0.4712312510650684, 0.47550209867779863, 0.4527134084870304, 0.5775904624698462, 0.21237895618085553]"
2,1,"[0.16742651435215866, 0.07174802441490317, 0.2216059867009755, 0.3918786216440442, 0.4144274189772347]"
1,2,"[0.16374634648048428, 0.21218077777842254, 0.08915436828435279, 0.3928812541202176, 0.4041755169939001]"
8,3,"[0.7005163834309567, 0.691207665216423, 0.7077068266298848, 0.32030094253641905, 0.8090285516253378]"
5,4,"[0.4529269180249991, 0.45698454142906336, 0.44866191893901136, 0.5741080239958474, 0.21411178823307322]"
5,4,"[0.36740086922446547, 0.3616360074852055, 0.37304665293725325, 0.48980940677729523, 0.17174758083510333]"
5,4,"[0.30631049171209246, 0.30434530722066216, 0.3249201207171804, 0.42200977319022015, 0.13654030214603244]"
8,3,"[0.35202827383398777, 0.3592194717835666, 0.35358717751389884, 0.1253001304962063, 0.5059087960130105]"
8,3,"[0.3517817072341545, 0.3520694765108359, 0.3394360086914816, 0.13861753205452004, 0.49609116885761717]"
4,3,"[0.3819259890900434, 0.3743899696075983, 0.37774368846629747, 0.0838896628000975, 0.5129191016834966]"
3,4,"[0.3149489011621244, 0.3113649282505972, 0.3183938469553103, 0.38929282106016316, 0.06756042546418974]"
4,3,"[0.34664386615436144, 0.33695987771990193, 0.3323662385053116, 0.07699252287650843, 0.45399577605597996]"
1,2,"[0.12906526485762848, 0.17683521811360017, 0.06420554813470189, 0.33283197252379004, 0.35756258959626713]"
4,3,"[0.3948224293081845, 0.4012059711859608, 0.39519874412682426, 0.09880362799437703, 0.5362625002513524]"
2,1,"[0.1413857682195224, 0.07860456386449459, 0.19011937753570263, 0.39892030941841117, 0.4094351344903468]"
7,4,"[0.33098621595083366, 0.31495300118501396, 0.3304696186125277, 0.4444424321486128, 0.15408968881053284]"
3,4,"[0.27989769363340844, 0.26614113335616985, 0.2723226918926745, 0.3434071568127331, 0.0562087402065964]"
7,4,"[0.22967165846222296, 0.23463720931308715, 0.23777463203136912, 0.2978053581896443, 0.09334806173106173]"
0,0,"[0.06856508808512564, 0.08704605945679468, 0.1062659527597827, 0.2112065561830463, 0.25997028665256355]"
7,4,"[0.25205489796159886, 0.23686207524226827, 0.2504350603484359, 0.33528744791802795, 0.10475360248328724]"
3,4,"[0.46732692756724736, 0.42603666164905574, 0.4753759323104001, 0.5707427872533688, 0.16307324887872848]"
8,3,"[0.26599579178244986, 0.2654817311942087, 0.27188897758504493, 0.08971691259980434, 0.3385730351696317]"
1,2,"[0.11157646091503137, 0.11469362348936281, 0.09082913104907674, 0.23442579575530537, 0.28717414027168336]"
1,2,"[0.11442123251417541, 0.1272842411632178, 0.07575694401509359, 0.264310826445423, 0.2882673280177075]"
5,4,"[0.25962548074767733, 0.2608393886109164, 0.27395186124035054, 0.3309304190445356, 0.10331776911445416]"
6,3,"[0.22644080028242822, 0.22005271231823537, 0.23033364637196013, 0.08833344822719646, 0.2971967845296305]"
0,0,"[0.0712444718986292, 0.08032147782816233, 0.09432835076189158, 0.2290210825786628, 0.2515014775585563]"
2,1,"[0.08922974585514128, 0.06424475695430086, 0.11879155333342943, 0.2211146044062028, 0.24920717940040624]"
6,3,"[0.25333394898070416, 0.24686225945345275, 0.25673836429549496, 0.07834372657292733, 0.33054271524428824]"
8,3,"[0.2892005629207119, 0.2855696774490313, 0.2854696286237729, 0.10945147713190692, 0.3847143749045045]"
3,4,"[0.2510297305071882, 0.2513131016654514, 0.25157611748716124, 0.34496230516915477, 0.06663729168311239]"
6,3,"[0.3011275749197346, 0.29767859393459856, 0.29793075932603125, 0.11043889383744601, 0.4045635238048323]"
0,0,"[0.06759734499129469, 0.11855215651554554, 0.10499275427421915, 0.2543486837975149, 0.2990063997075411]"
1,2,"[0.08007044157510365, 0.11759602002357268, 0.061704582757047745, 0.21292170874879607, 0.2664660899329089]"
4,3,"[0.2919103661262562, 0.27957772532883146, 0.2962092167779043, 0.0795888535156034, 0.3990834921272137]"
3,4,"[0.2664382970080729, 0.2593016520887621, 0.26684865322956064, 0.353017289228159, 0.07238263575708424]"
0,0,"[0.055042947046985875, 0.09586672816010021, 0.09918354599577148, 0.26772958858500634, 0.2778587017621574]"
6,3,"[0.2884458348516337, 0.28708992533149585, 0.2919898010490653, 0.09756824903870079, 0.4028269008269393]"
0,0,"[0.0836146755497749, 0.10784189384832987, 0.11615257962427622, 0.30274057802728854, 0.33005651573877215]"
4,3,"[0.308628423276647, 0.3078201943824325, 0.31409272167681074, 0.07035379797796384, 0.42959471408802213]"
6,3,"[0.31932873213779783, 0.320315061033858, 0.3186886797039504, 0.11489213076693176, 0.4438566150291122]"
8,3,"[0.4015591156692151, 0.3954416980958075, 0.4123372999017575, 0.1473842980544787, 0.5217699217929535]"
3,4,"[0.30719802320619916, 0.3058329338914908, 0.30243724154455476, 0.38817031530727997, 0.06690108507690058]"
2,1,"[0.1162637166193478, 0.08139345808552505, 0.14848565891545182, 0.2976621437100217, 0.32303222013441835]"
0,0,"[0.05768846467028281, 0.10589046321722133, 0.09920896878761244, 0.2950518712523034, 0.3127483154263615]"
3,4,"[0.26329279324202665, 0.25629966113459723, 0.2587855128462567, 0.332323239444241, 0.07063507832018892]"
1,2,"[0.09593941805493612, 0.11319178762662377, 0.06419159765067071, 0.2676280211851477, 0.2924305709155148]"
0,0,"[0.07599016895606628, 0.11173068359102405, 0.10110191195380695, 0.3063949826638471, 0.31604949695811535]"
6,3,"[0.33706604101836685, 0.3351501828387455, 0.3426865763289662, 0.11477557317022692, 0.47348671625911976]"
